year,quarter,revenue,year_deal,month_deal,price,LTM,multiplier,age,ID,index,name,type,years_remaining
2016,3,10,2021,10,8000,1103,7.25,5.25,5922,3219,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,30
2016,4,19,2021,10,8000,1103,7.25,5.25,5922,3219,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,30
2017,1,795,2021,10,8000,1103,7.25,5.25,5922,3219,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,30
2017,2,2230,2021,10,8000,1103,7.25,5.25,5922,3219,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,30
2017,3,1297,2021,10,8000,1103,7.25,5.25,5922,3219,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,30
2017,4,423,2021,10,8000,1103,7.25,5.25,5922,3219,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,30
2018,1,777,2021,10,8000,1103,7.25,5.25,5922,3219,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,30
2018,2,455,2021,10,8000,1103,7.25,5.25,5922,3219,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,30
2018,3,473,2021,10,8000,1103,7.25,5.25,5922,3219,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,30
2018,4,362,2021,10,8000,1103,7.25,5.25,5922,3219,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,30
2019,1,283,2021,10,8000,1103,7.25,5.25,5922,3219,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,30
2019,2,367,2021,10,8000,1103,7.25,5.25,5922,3219,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,30
2019,3,367,2021,10,8000,1103,7.25,5.25,5922,3219,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,30
2019,4,279,2021,10,8000,1103,7.25,5.25,5922,3219,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,30
2020,1,318,2021,10,8000,1103,7.25,5.25,5922,3219,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,30
2020,2,437,2021,10,8000,1103,7.25,5.25,5922,3219,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,30
2020,3,245,2021,10,8000,1103,7.25,5.25,5922,3219,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,30
2020,4,300,2021,10,8000,1103,7.25,5.25,5922,3219,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,30
2021,1,239,2021,10,8000,1103,7.25,5.25,5922,3219,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,30
2021,2,318,2021,10,8000,1103,7.25,5.25,5922,3219,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,30
2021,3,277,2021,10,8000,1103,7.25,5.25,5922,3219,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,30
2016,3,10,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2016,4,19,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2017,1,795,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2017,2,2230,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2017,3,1297,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2017,4,423,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2018,1,777,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2018,2,455,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2018,3,473,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2018,4,362,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2019,1,283,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2019,2,367,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2019,3,367,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2019,4,279,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2020,1,318,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2020,2,437,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2020,3,245,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2020,4,300,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2021,1,239,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2021,2,318,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2021,3,277,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2021,4,282,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2022,1,279,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2022,2,332,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2022,3,369,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2022,4,395,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2023,1,259,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2023,2,313,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2023,3,427,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2023,4,495,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2023,6,69,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2024,1,345,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2024,2,371,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2024,3,364,2024,10,17250,1643,10.5,8.24,5922,3604,"Chill Bill"" by Rob $tone featuring J.Davis & Spooks""",30-Year,27
2022,2,8844,2023,10,11000,4560,2.53,1.56,5788,2617,"Petty Too"" by Lil Durk - Songwriter Royalties""",Life of Rights,70
2022,3,3622,2023,10,11000,4560,2.53,1.56,5788,2617,"Petty Too"" by Lil Durk - Songwriter Royalties""",Life of Rights,70
2022,4,2062,2023,10,11000,4560,2.53,1.56,5788,2617,"Petty Too"" by Lil Durk - Songwriter Royalties""",Life of Rights,70
2023,1,1582,2023,10,11000,4560,2.53,1.56,5788,2617,"Petty Too"" by Lil Durk - Songwriter Royalties""",Life of Rights,70
2023,2,1426,2023,10,11000,4560,2.53,1.56,5788,2617,"Petty Too"" by Lil Durk - Songwriter Royalties""",Life of Rights,70
2023,3,1530,2023,10,11000,4560,2.53,1.56,5788,2617,"Petty Too"" by Lil Durk - Songwriter Royalties""",Life of Rights,70
2022,2,8844,2024,5,16000,3300,4.85,2.06,5788,3605,"Petty Too"" by Lil Durk - Songwriter Royalties""",Life of Rights,70
2022,3,3622,2024,5,16000,3300,4.85,2.06,5788,3605,"Petty Too"" by Lil Durk - Songwriter Royalties""",Life of Rights,70
2022,4,2062,2024,5,16000,3300,4.85,2.06,5788,3605,"Petty Too"" by Lil Durk - Songwriter Royalties""",Life of Rights,70
2023,1,1582,2024,5,16000,3300,4.85,2.06,5788,3605,"Petty Too"" by Lil Durk - Songwriter Royalties""",Life of Rights,70
2023,2,1426,2024,5,16000,3300,4.85,2.06,5788,3605,"Petty Too"" by Lil Durk - Songwriter Royalties""",Life of Rights,70
2023,3,1530,2024,5,16000,3300,4.85,2.06,5788,3605,"Petty Too"" by Lil Durk - Songwriter Royalties""",Life of Rights,70
2023,4,4014,2024,5,16000,3300,4.85,2.06,5788,3605,"Petty Too"" by Lil Durk - Songwriter Royalties""",Life of Rights,70
2022,2,8844,2024,7,24800,4277,5.8,2.31,5788,3606,"Petty Too"" by Lil Durk - Songwriter Royalties""",Life of Rights,70
2022,3,3622,2024,7,24800,4277,5.8,2.31,5788,3606,"Petty Too"" by Lil Durk - Songwriter Royalties""",Life of Rights,70
2022,4,2062,2024,7,24800,4277,5.8,2.31,5788,3606,"Petty Too"" by Lil Durk - Songwriter Royalties""",Life of Rights,70
2023,1,1582,2024,7,24800,4277,5.8,2.31,5788,3606,"Petty Too"" by Lil Durk - Songwriter Royalties""",Life of Rights,70
2023,2,1426,2024,7,24800,4277,5.8,2.31,5788,3606,"Petty Too"" by Lil Durk - Songwriter Royalties""",Life of Rights,70
2023,3,1530,2024,7,24800,4277,5.8,2.31,5788,3606,"Petty Too"" by Lil Durk - Songwriter Royalties""",Life of Rights,70
2023,4,4014,2024,7,24800,4277,5.8,2.31,5788,3606,"Petty Too"" by Lil Durk - Songwriter Royalties""",Life of Rights,70
2019,2,824,2024,11,130000,25126,5.17,3.97,5782,2584,"Demi Lovato, Ella Mai, Camila Cabello + More - Publishing Royalties",Life of Rights,70
2019,3,12716,2024,11,130000,25126,5.17,3.97,5782,2584,"Demi Lovato, Ella Mai, Camila Cabello + More - Publishing Royalties",Life of Rights,70
2019,4,444,2024,11,130000,25126,5.17,3.97,5782,2584,"Demi Lovato, Ella Mai, Camila Cabello + More - Publishing Royalties",Life of Rights,70
2020,1,12420,2024,11,130000,25126,5.17,3.97,5782,2584,"Demi Lovato, Ella Mai, Camila Cabello + More - Publishing Royalties",Life of Rights,70
2020,2,9398,2024,11,130000,25126,5.17,3.97,5782,2584,"Demi Lovato, Ella Mai, Camila Cabello + More - Publishing Royalties",Life of Rights,70
2020,3,9348,2024,11,130000,25126,5.17,3.97,5782,2584,"Demi Lovato, Ella Mai, Camila Cabello + More - Publishing Royalties",Life of Rights,70
2020,4,12560,2024,11,130000,25126,5.17,3.97,5782,2584,"Demi Lovato, Ella Mai, Camila Cabello + More - Publishing Royalties",Life of Rights,70
2021,1,16532,2024,11,130000,25126,5.17,3.97,5782,2584,"Demi Lovato, Ella Mai, Camila Cabello + More - Publishing Royalties",Life of Rights,70
2021,2,20438,2024,11,130000,25126,5.17,3.97,5782,2584,"Demi Lovato, Ella Mai, Camila Cabello + More - Publishing Royalties",Life of Rights,70
2021,3,26160,2024,11,130000,25126,5.17,3.97,5782,2584,"Demi Lovato, Ella Mai, Camila Cabello + More - Publishing Royalties",Life of Rights,70
2021,4,27856,2024,11,130000,25126,5.17,3.97,5782,2584,"Demi Lovato, Ella Mai, Camila Cabello + More - Publishing Royalties",Life of Rights,70
2022,1,20812,2024,11,130000,25126,5.17,3.97,5782,2584,"Demi Lovato, Ella Mai, Camila Cabello + More - Publishing Royalties",Life of Rights,70
2022,2,13648,2024,11,130000,25126,5.17,3.97,5782,2584,"Demi Lovato, Ella Mai, Camila Cabello + More - Publishing Royalties",Life of Rights,70
2022,3,12024,2024,11,130000,25126,5.17,3.97,5782,2584,"Demi Lovato, Ella Mai, Camila Cabello + More - Publishing Royalties",Life of Rights,70
2022,4,8114,2024,11,130000,25126,5.17,3.97,5782,2584,"Demi Lovato, Ella Mai, Camila Cabello + More - Publishing Royalties",Life of Rights,70
2023,1,11460,2024,11,130000,25126,5.17,3.97,5782,2584,"Demi Lovato, Ella Mai, Camila Cabello + More - Publishing Royalties",Life of Rights,70
2023,2,14580,2024,11,130000,25126,5.17,3.97,5782,2584,"Demi Lovato, Ella Mai, Camila Cabello + More - Publishing Royalties",Life of Rights,70
2023,3,13604,2024,11,130000,25126,5.17,3.97,5782,2584,"Demi Lovato, Ella Mai, Camila Cabello + More - Publishing Royalties",Life of Rights,70
2023,4,11554,2024,11,130000,25126,5.17,3.97,5782,2584,"Demi Lovato, Ella Mai, Camila Cabello + More - Publishing Royalties",Life of Rights,70
2024,1,10722,2024,11,130000,25126,5.17,3.97,5782,2584,"Demi Lovato, Ella Mai, Camila Cabello + More - Publishing Royalties",Life of Rights,70
2018,4,88,2024,11,10000,1478,6.77,4.2,5778,2464,"DaBaby, Jeremih, Justin Beiber and More Pop and R&B Hits",Life of Rights,70
2019,1,152,2024,11,10000,1478,6.77,4.2,5778,2464,"DaBaby, Jeremih, Justin Beiber and More Pop and R&B Hits",Life of Rights,70
2019,2,540,2024,11,10000,1478,6.77,4.2,5778,2464,"DaBaby, Jeremih, Justin Beiber and More Pop and R&B Hits",Life of Rights,70
2019,3,638,2024,11,10000,1478,6.77,4.2,5778,2464,"DaBaby, Jeremih, Justin Beiber and More Pop and R&B Hits",Life of Rights,70
2019,4,248,2024,11,10000,1478,6.77,4.2,5778,2464,"DaBaby, Jeremih, Justin Beiber and More Pop and R&B Hits",Life of Rights,70
2020,1,344,2024,11,10000,1478,6.77,4.2,5778,2464,"DaBaby, Jeremih, Justin Beiber and More Pop and R&B Hits",Life of Rights,70
2020,2,528,2024,11,10000,1478,6.77,4.2,5778,2464,"DaBaby, Jeremih, Justin Beiber and More Pop and R&B Hits",Life of Rights,70
2020,3,364,2024,11,10000,1478,6.77,4.2,5778,2464,"DaBaby, Jeremih, Justin Beiber and More Pop and R&B Hits",Life of Rights,70
2020,4,361,2024,11,10000,1478,6.77,4.2,5778,2464,"DaBaby, Jeremih, Justin Beiber and More Pop and R&B Hits",Life of Rights,70
2021,1,2087,2024,11,10000,1478,6.77,4.2,5778,2464,"DaBaby, Jeremih, Justin Beiber and More Pop and R&B Hits",Life of Rights,70
2021,2,1528,2024,11,10000,1478,6.77,4.2,5778,2464,"DaBaby, Jeremih, Justin Beiber and More Pop and R&B Hits",Life of Rights,70
2021,3,1196,2024,11,10000,1478,6.77,4.2,5778,2464,"DaBaby, Jeremih, Justin Beiber and More Pop and R&B Hits",Life of Rights,70
2021,4,1071,2024,11,10000,1478,6.77,4.2,5778,2464,"DaBaby, Jeremih, Justin Beiber and More Pop and R&B Hits",Life of Rights,70
2022,1,735,2024,11,10000,1478,6.77,4.2,5778,2464,"DaBaby, Jeremih, Justin Beiber and More Pop and R&B Hits",Life of Rights,70
2022,2,784,2024,11,10000,1478,6.77,4.2,5778,2464,"DaBaby, Jeremih, Justin Beiber and More Pop and R&B Hits",Life of Rights,70
2022,3,582,2024,11,10000,1478,6.77,4.2,5778,2464,"DaBaby, Jeremih, Justin Beiber and More Pop and R&B Hits",Life of Rights,70
2022,4,542,2024,11,10000,1478,6.77,4.2,5778,2464,"DaBaby, Jeremih, Justin Beiber and More Pop and R&B Hits",Life of Rights,70
2023,1,318,2024,11,10000,1478,6.77,4.2,5778,2464,"DaBaby, Jeremih, Justin Beiber and More Pop and R&B Hits",Life of Rights,70
2023,2,403,2024,11,10000,1478,6.77,4.2,5778,2464,"DaBaby, Jeremih, Justin Beiber and More Pop and R&B Hits",Life of Rights,70
2023,3,378,2024,11,10000,1478,6.77,4.2,5778,2464,"DaBaby, Jeremih, Justin Beiber and More Pop and R&B Hits",Life of Rights,70
2023,4,544,2024,11,10000,1478,6.77,4.2,5778,2464,"DaBaby, Jeremih, Justin Beiber and More Pop and R&B Hits",Life of Rights,70
2024,1,256,2024,11,10000,1478,6.77,4.2,5778,2464,"DaBaby, Jeremih, Justin Beiber and More Pop and R&B Hits",Life of Rights,70
2024,2,303,2024,11,10000,1478,6.77,4.2,5778,2464,"DaBaby, Jeremih, Justin Beiber and More Pop and R&B Hits",Life of Rights,70
2017,4,1108,2024,11,30000,3873,7.75,5.22,5774,2430,"Rod Wave, Mozzy, Chris Brown + more - Songwriter Royalties",Life of Rights,70
2018,1,2,2024,11,30000,3873,7.75,5.22,5774,2430,"Rod Wave, Mozzy, Chris Brown + more - Songwriter Royalties",Life of Rights,70
2018,2,306,2024,11,30000,3873,7.75,5.22,5774,2430,"Rod Wave, Mozzy, Chris Brown + more - Songwriter Royalties",Life of Rights,70
2018,3,290,2024,11,30000,3873,7.75,5.22,5774,2430,"Rod Wave, Mozzy, Chris Brown + more - Songwriter Royalties",Life of Rights,70
2018,4,338,2024,11,30000,3873,7.75,5.22,5774,2430,"Rod Wave, Mozzy, Chris Brown + more - Songwriter Royalties",Life of Rights,70
2019,1,306,2024,11,30000,3873,7.75,5.22,5774,2430,"Rod Wave, Mozzy, Chris Brown + more - Songwriter Royalties",Life of Rights,70
2019,2,894,2024,11,30000,3873,7.75,5.22,5774,2430,"Rod Wave, Mozzy, Chris Brown + more - Songwriter Royalties",Life of Rights,70
2019,3,782,2024,11,30000,3873,7.75,5.22,5774,2430,"Rod Wave, Mozzy, Chris Brown + more - Songwriter Royalties",Life of Rights,70
2019,4,2760,2024,11,30000,3873,7.75,5.22,5774,2430,"Rod Wave, Mozzy, Chris Brown + more - Songwriter Royalties",Life of Rights,70
2020,1,1552,2024,11,30000,3873,7.75,5.22,5774,2430,"Rod Wave, Mozzy, Chris Brown + more - Songwriter Royalties",Life of Rights,70
2020,2,2566,2024,11,30000,3873,7.75,5.22,5774,2430,"Rod Wave, Mozzy, Chris Brown + more - Songwriter Royalties",Life of Rights,70
2020,3,2070,2024,11,30000,3873,7.75,5.22,5774,2430,"Rod Wave, Mozzy, Chris Brown + more - Songwriter Royalties",Life of Rights,70
2020,4,1850,2024,11,30000,3873,7.75,5.22,5774,2430,"Rod Wave, Mozzy, Chris Brown + more - Songwriter Royalties",Life of Rights,70
2021,1,1430,2024,11,30000,3873,7.75,5.22,5774,2430,"Rod Wave, Mozzy, Chris Brown + more - Songwriter Royalties",Life of Rights,70
2021,2,1254,2024,11,30000,3873,7.75,5.22,5774,2430,"Rod Wave, Mozzy, Chris Brown + more - Songwriter Royalties",Life of Rights,70
2021,3,1196,2024,11,30000,3873,7.75,5.22,5774,2430,"Rod Wave, Mozzy, Chris Brown + more - Songwriter Royalties",Life of Rights,70
2021,4,1288,2024,11,30000,3873,7.75,5.22,5774,2430,"Rod Wave, Mozzy, Chris Brown + more - Songwriter Royalties",Life of Rights,70
2022,1,1222,2024,11,30000,3873,7.75,5.22,5774,2430,"Rod Wave, Mozzy, Chris Brown + more - Songwriter Royalties",Life of Rights,70
2022,2,2478,2024,11,30000,3873,7.75,5.22,5774,2430,"Rod Wave, Mozzy, Chris Brown + more - Songwriter Royalties",Life of Rights,70
2022,3,1284,2024,11,30000,3873,7.75,5.22,5774,2430,"Rod Wave, Mozzy, Chris Brown + more - Songwriter Royalties",Life of Rights,70
2022,4,1496,2024,11,30000,3873,7.75,5.22,5774,2430,"Rod Wave, Mozzy, Chris Brown + more - Songwriter Royalties",Life of Rights,70
2023,1,1616,2024,11,30000,3873,7.75,5.22,5774,2430,"Rod Wave, Mozzy, Chris Brown + more - Songwriter Royalties",Life of Rights,70
2023,2,1650,2024,11,30000,3873,7.75,5.22,5774,2430,"Rod Wave, Mozzy, Chris Brown + more - Songwriter Royalties",Life of Rights,70
2023,3,1686,2024,11,30000,3873,7.75,5.22,5774,2430,"Rod Wave, Mozzy, Chris Brown + more - Songwriter Royalties",Life of Rights,70
2023,4,1882,2024,11,30000,3873,7.75,5.22,5774,2430,"Rod Wave, Mozzy, Chris Brown + more - Songwriter Royalties",Life of Rights,70
2022,1,4460,2024,11,49800,12250,4.07,3.43,5772,2432,Kay Flock’s “Opp Spotter” + More Publishing Royalties,Life of Rights,70
2022,2,5399,2024,11,49800,12250,4.07,3.43,5772,2432,Kay Flock’s “Opp Spotter” + More Publishing Royalties,Life of Rights,70
2023,1,9214,2024,11,49800,12250,4.07,3.43,5772,2432,Kay Flock’s “Opp Spotter” + More Publishing Royalties,Life of Rights,70
2023,2,6266,2024,11,49800,12250,4.07,3.43,5772,2432,Kay Flock’s “Opp Spotter” + More Publishing Royalties,Life of Rights,70
2013,1,10,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2013,2,12,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2013,3,12,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2013,4,18,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2014,1,58,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2014,2,58,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2014,3,28,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2014,4,290,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2015,1,186,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2015,2,162,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2015,3,230,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2015,4,236,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2016,1,288,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2016,2,418,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2016,3,506,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2016,4,632,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2017,1,862,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2017,2,952,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2017,3,818,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2017,4,1042,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2018,1,1286,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2018,2,1686,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2018,3,1448,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2018,4,1180,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2019,1,1854,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2019,2,2242,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2019,3,2660,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2019,4,1692,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2020,1,2050,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2020,2,1684,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2020,3,1666,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2020,4,1764,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2021,1,2454,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2021,2,4018,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2021,3,2334,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2021,4,2354,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2022,1,2146,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2022,2,2474,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2022,3,1848,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2022,4,1984,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2023,1,2022,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2023,2,4310,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2023,3,14622,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2023,4,14350,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2024,1,4592,2024,11,76500,20634,3.71,13.15,5771,2436,Independent Electro-Pop from Simon Curtis - Publishing Royalties,Life of Rights,70
2022,3,13685,2024,3,51100,21658,2.36,1.5,5768,2516,"Kane Brown's Grand"" - Songwriter Royalties""",Life of Rights,70
2022,4,7430,2024,3,51100,21658,2.36,1.5,5768,2516,"Kane Brown's Grand"" - Songwriter Royalties""",Life of Rights,70
